height,weight,bust,waist,hip,shape,img
69,100.1,32,32,33,rectangle,ml\training_data\rectangle\571.png
70,145.1,36,38,39,rectangle,ml\training_data\rectangle\572.png
68,172.1,40,40,43,rectangle,ml\training_data\rectangle\573.png
66,131.6,36,36,38,rectangle,ml\training_data\rectangle\574.png
70,135.0,37,34,37,rectangle,ml\training_data\rectangle\575.png
65,129.0,37,38,37,rectangle,ml\training_data\rectangle\576.png
69,128.4,37,34,36,rectangle,ml\training_data\rectangle\577.png
70,103.4,32,34,33,rectangle,ml\training_data\rectangle\578.png
65,118.7,36,34,36,rectangle,ml\training_data\rectangle\579.png
69,104.9,32,32,34,rectangle,ml\training_data\rectangle\580.png
69,129.9,37,36,36,rectangle,ml\training_data\rectangle\581.png
68,169.8,41,40,42,rectangle,ml\training_data\rectangle\582.png
69,155.6,39,38,40,rectangle,ml\training_data\rectangle\583.png
65,157.3,42,40,40,rectangle,ml\training_data\rectangle\584.png
66,115.7,36,34,35,rectangle,ml\training_data\rectangle\585.png
69,150.8,39,38,39,rectangle,ml\training_data\rectangle\586.png
65,95.5,35,32,32,rectangle,ml\training_data\rectangle\587.png
69,155.8,41,38,39,rectangle,ml\training_data\rectangle\588.png
66,143.9,39,36,39,rectangle,ml\training_data\rectangle\589.png
67,115.2,37,34,34,rectangle,ml\training_data\rectangle\590.png
65,128.5,38,34,37,rectangle,ml\training_data\rectangle\591.png
66,147.6,38,38,40,rectangle,ml\training_data\rectangle\592.png
68,153.8,39,38,40,rectangle,ml\training_data\rectangle\593.png
70,166.2,40,40,41,rectangle,ml\training_data\rectangle\594.png
70,156.1,41,36,39,rectangle,ml\training_data\rectangle\595.png
65,166.7,40,40,43,rectangle,ml\training_data\rectangle\596.png
65,137.6,36,40,39,rectangle,ml\training_data\rectangle\597.png
69,117.2,35,32,35,rectangle,ml\training_data\rectangle\598.png
69,163.1,42,38,40,rectangle,ml\training_data\rectangle\599.png
66,125.8,35,38,37,rectangle,ml\training_data\rectangle\600.png
70,115.5,33,34,35,rectangle,ml\training_data\rectangle\601.png
70,148.8,40,36,38,rectangle,ml\training_data\rectangle\602.png
65,124.0,35,38,37,rectangle,ml\training_data\rectangle\603.png
65,151.0,42,38,39,rectangle,ml\training_data\rectangle\604.png
70,100.6,34,30,32,rectangle,ml\training_data\rectangle\605.png
65,130.0,38,36,37,rectangle,ml\training_data\rectangle\606.png
69,154.6,38,40,40,rectangle,ml\training_data\rectangle\607.png
68,109.6,34,34,34,rectangle,ml\training_data\rectangle\608.png
69,149.5,41,36,38,rectangle,ml\training_data\rectangle\609.png
70,141.5,39,36,37,rectangle,ml\training_data\rectangle\610.png
67,151.1,40,40,39,rectangle,ml\training_data\rectangle\611.png
70,116.5,34,32,35,rectangle,ml\training_data\rectangle\612.png
68,156.1,38,38,41,rectangle,ml\training_data\rectangle\613.png
66,176.2,45,40,42,rectangle,ml\training_data\rectangle\614.png
66,160.1,43,38,40,rectangle,ml\training_data\rectangle\615.png
68,104.8,34,34,33,rectangle,ml\training_data\rectangle\616.png
70,142.5,40,34,37,rectangle,ml\training_data\rectangle\617.png
70,109.4,35,32,33,rectangle,ml\training_data\rectangle\618.png
67,154.6,42,38,39,rectangle,ml\training_data\rectangle\619.png
65,112.7,33,36,36,rectangle,ml\training_data\rectangle\620.png
67,132.1,38,34,37,rectangle,ml\training_data\rectangle\621.png
66,109.4,36,32,34,rectangle,ml\training_data\rectangle\622.png
68,123.1,35,36,36,rectangle,ml\training_data\rectangle\623.png
65,148.5,41,38,39,rectangle,ml\training_data\rectangle\624.png
70,140.5,38,38,37,rectangle,ml\training_data\rectangle\625.png
69,108.6,36,30,33,rectangle,ml\training_data\rectangle\626.png
67,109.1,32,36,35,rectangle,ml\training_data\rectangle\627.png
70,131.5,35,36,37,rectangle,ml\training_data\rectangle\628.png
70,147.6,37,38,39,rectangle,ml\training_data\rectangle\629.png
68,123.9,34,34,37,rectangle,ml\training_data\rectangle\630.png
65,159.8,43,40,40,rectangle,ml\training_data\rectangle\631.png
69,165.3,41,38,41,rectangle,ml\training_data\rectangle\632.png
66,151.3,42,36,39,rectangle,ml\training_data\rectangle\633.png
65,99.1,32,34,34,rectangle,ml\training_data\rectangle\634.png
70,126.9,37,36,35,rectangle,ml\training_data\rectangle\635.png
65,139.7,40,36,38,rectangle,ml\training_data\rectangle\636.png
67,175.5,44,40,42,rectangle,ml\training_data\rectangle\637.png
69,133.4,39,34,36,rectangle,ml\training_data\rectangle\638.png
68,132.9,37,36,37,rectangle,ml\training_data\rectangle\639.png
67,141.2,36,40,39,rectangle,ml\training_data\rectangle\640.png
68,156.4,42,38,39,rectangle,ml\training_data\rectangle\641.png
65,136.3,38,38,38,rectangle,ml\training_data\rectangle\642.png
67,130.1,36,38,37,rectangle,ml\training_data\rectangle\643.png
65,121.2,37,34,36,rectangle,ml\training_data\rectangle\644.png
65,123.7,38,34,36,rectangle,ml\training_data\rectangle\645.png
66,130.6,35,38,38,rectangle,ml\training_data\rectangle\646.png
67,105.3,33,34,34,rectangle,ml\training_data\rectangle\647.png
67,154.3,38,38,41,rectangle,ml\training_data\rectangle\648.png
69,95.3,32,32,32,rectangle,ml\training_data\rectangle\649.png
66,181.0,45,40,43,rectangle,ml\training_data\rectangle\650.png
66,106.7,33,32,35,rectangle,ml\training_data\rectangle\651.png
65,96.8,33,34,33,rectangle,ml\training_data\rectangle\652.png
66,140.4,37,38,39,rectangle,ml\training_data\rectangle\653.png
67,131.3,39,36,36,rectangle,ml\training_data\rectangle\654.png
68,167.5,42,40,41,rectangle,ml\training_data\rectangle\655.png
66,142.9,38,38,39,rectangle,ml\training_data\rectangle\656.png
67,104.9,36,30,33,rectangle,ml\training_data\rectangle\657.png
65,143.3,37,38,40,rectangle,ml\training_data\rectangle\658.png
66,98.7,33,34,33,rectangle,ml\training_data\rectangle\659.png
67,121.0,38,32,35,rectangle,ml\training_data\rectangle\660.png
68,158.8,41,38,40,rectangle,ml\training_data\rectangle\661.png
66,145.2,37,38,40,rectangle,ml\training_data\rectangle\662.png
69,178.9,42,40,43,rectangle,ml\training_data\rectangle\663.png
67,149.5,38,38,40,rectangle,ml\training_data\rectangle\664.png
65,86.6,32,30,32,rectangle,ml\training_data\rectangle\665.png
67,129.6,37,34,37,rectangle,ml\training_data\rectangle\666.png
70,99.6,33,32,32,rectangle,ml\training_data\rectangle\667.png
68,99.5,35,30,32,rectangle,ml\training_data\rectangle\668.png
68,131.4,37,34,37,rectangle,ml\training_data\rectangle\669.png
69,119.6,36,32,35,rectangle,ml\training_data\rectangle\670.png
66,108.4,35,34,34,rectangle,ml\training_data\rectangle\671.png
69,133.7,36,38,37,rectangle,ml\training_data\rectangle\672.png
67,156.1,42,40,39,rectangle,ml\training_data\rectangle\673.png
70,107.9,35,30,33,rectangle,ml\training_data\rectangle\674.png
69,149.3,39,36,39,rectangle,ml\training_data\rectangle\675.png
67,159.4,42,38,40,rectangle,ml\training_data\rectangle\676.png
67,90.2,32,30,32,rectangle,ml\training_data\rectangle\677.png
70,178.2,41,40,43,rectangle,ml\training_data\rectangle\678.png
69,125.1,37,36,35,rectangle,ml\training_data\rectangle\679.png
69,117.4,37,32,34,rectangle,ml\training_data\rectangle\680.png
66,113.4,37,34,34,rectangle,ml\training_data\rectangle\681.png
68,144.2,39,38,38,rectangle,ml\training_data\rectangle\682.png
68,105.6,33,32,34,rectangle,ml\training_data\rectangle\683.png
65,161.9,40,40,42,rectangle,ml\training_data\rectangle\684.png
65,159.4,39,40,42,rectangle,ml\training_data\rectangle\685.png
66,152.4,38,38,41,rectangle,ml\training_data\rectangle\686.png
69,113.7,33,34,35,rectangle,ml\training_data\rectangle\687.png
67,110.3,35,34,34,rectangle,ml\training_data\rectangle\688.png
68,150.5,39,40,39,rectangle,ml\training_data\rectangle\689.png
65,101.8,35,34,33,rectangle,ml\training_data\rectangle\690.png
66,154.1,40,40,40,rectangle,ml\training_data\rectangle\691.png
69,109.7,32,32,35,rectangle,ml\training_data\rectangle\692.png
65,123.5,36,34,37,rectangle,ml\training_data\rectangle\693.png
70,146.1,37,36,39,rectangle,ml\training_data\rectangle\694.png
68,125.4,34,36,37,rectangle,ml\training_data\rectangle\695.png
66,176.0,43,40,43,rectangle,ml\training_data\rectangle\696.png
70,114.2,35,32,34,rectangle,ml\training_data\rectangle\697.png
67,170.3,40,40,43,rectangle,ml\training_data\rectangle\698.png
68,126.4,35,34,37,rectangle,ml\training_data\rectangle\699.png
67,130.9,35,36,38,rectangle,ml\training_data\rectangle\700.png
65,176.7,44,40,43,rectangle,ml\training_data\rectangle\701.png
70,102.9,33,30,33,rectangle,ml\training_data\rectangle\702.png
66,118.2,37,34,35,rectangle,ml\training_data\rectangle\703.png
70,115.7,35,34,34,rectangle,ml\training_data\rectangle\704.png
65,105.4,32,36,35,rectangle,ml\training_data\rectangle\705.png
70,127.6,34,34,37,rectangle,ml\training_data\rectangle\706.png
67,116.3,33,36,36,rectangle,ml\training_data\rectangle\707.png
69,160.6,41,38,40,rectangle,ml\training_data\rectangle\708.png
68,124.3,38,34,35,rectangle,ml\training_data\rectangle\709.png
69,124.6,38,32,35,rectangle,ml\training_data\rectangle\710.png
66,144.4,38,40,39,rectangle,ml\training_data\rectangle\711.png
66,138.1,38,38,38,rectangle,ml\training_data\rectangle\712.png
65,155.8,42,38,40,rectangle,ml\training_data\rectangle\713.png
69,121.1,36,34,35,rectangle,ml\training_data\rectangle\714.png
68,116.8,35,34,35,rectangle,ml\training_data\rectangle\715.png
70,139.0,38,36,37,rectangle,ml\training_data\rectangle\716.png
68,103.3,34,32,33,rectangle,ml\training_data\rectangle\717.png
67,122.1,34,34,37,rectangle,ml\training_data\rectangle\718.png
66,135.8,39,38,37,rectangle,ml\training_data\rectangle\719.png
67,156.0,40,40,40,rectangle,ml\training_data\rectangle\720.png
65,100.3,35,32,33,rectangle,ml\training_data\rectangle\721.png
66,171.2,43,40,42,rectangle,ml\training_data\rectangle\722.png
65,107.9,33,36,35,rectangle,ml\training_data\rectangle\723.png
65,91.4,32,30,33,rectangle,ml\training_data\rectangle\724.png
70,127.9,38,34,35,rectangle,ml\training_data\rectangle\725.png
65,136.4,40,38,37,rectangle,ml\training_data\rectangle\726.png
68,158.6,39,38,41,rectangle,ml\training_data\rectangle\727.png
69,154.8,40,40,39,rectangle,ml\training_data\rectangle\728.png
67,127.6,35,38,37,rectangle,ml\training_data\rectangle\729.png
68,109.7,36,34,33,rectangle,ml\training_data\rectangle\730.png
69,164.6,42,40,40,rectangle,ml\training_data\rectangle\731.png
65,145.8,38,38,40,rectangle,ml\training_data\rectangle\732.png
67,126.3,37,36,36,rectangle,ml\training_data\rectangle\733.png
67,168.2,43,40,41,rectangle,ml\training_data\rectangle\734.png
67,158.4,41,40,40,rectangle,ml\training_data\rectangle\735.png
70,113.0,32,34,35,rectangle,ml\training_data\rectangle\736.png
66,146.8,39,40,39,rectangle,ml\training_data\rectangle\737.png
66,155.1,41,38,40,rectangle,ml\training_data\rectangle\738.png
68,133.1,39,36,36,rectangle,ml\training_data\rectangle\739.png
65,88.1,32,32,32,rectangle,ml\training_data\rectangle\740.png
66,99.6,34,32,33,rectangle,ml\training_data\rectangle\741.png
65,103.9,32,34,35,rectangle,ml\training_data\rectangle\742.png
68,179.8,45,40,42,rectangle,ml\training_data\rectangle\743.png
68,172.3,42,40,42,rectangle,ml\training_data\rectangle\744.png
67,129.8,39,34,36,rectangle,ml\training_data\rectangle\745.png
68,164.9,39,40,42,rectangle,ml\training_data\rectangle\746.png
70,127.8,36,34,36,rectangle,ml\training_data\rectangle\747.png
67,113.7,37,32,34,rectangle,ml\training_data\rectangle\748.png
65,129.8,36,36,38,rectangle,ml\training_data\rectangle\749.png
68,162.5,40,40,41,rectangle,ml\training_data\rectangle\750.png
69,98.8,34,30,32,rectangle,ml\training_data\rectangle\751.png
65,120.4,38,36,35,rectangle,ml\training_data\rectangle\752.png
66,124.3,35,36,37,rectangle,ml\training_data\rectangle\753.png
67,142.4,39,38,38,rectangle,ml\training_data\rectangle\754.png
69,165.5,43,38,40,rectangle,ml\training_data\rectangle\755.png
68,170.0,43,40,41,rectangle,ml\training_data\rectangle\756.png
66,129.3,37,36,37,rectangle,ml\training_data\rectangle\757.png
68,147.7,41,36,38,rectangle,ml\training_data\rectangle\758.png
68,174.8,43,40,42,rectangle,ml\training_data\rectangle\759.png
70,161.4,40,40,40,rectangle,ml\training_data\rectangle\760.png
69,170.3,43,38,41,rectangle,ml\training_data\rectangle\761.png
66,119.2,38,32,35,rectangle,ml\training_data\rectangle\762.png
67,156.9,41,38,40,rectangle,ml\training_data\rectangle\763.png
70,123.9,37,32,35,rectangle,ml\training_data\rectangle\764.png
70,149.1,37,40,39,rectangle,ml\training_data\rectangle\765.png
66,139.4,36,40,39,rectangle,ml\training_data\rectangle\766.png
68,147.5,39,36,39,rectangle,ml\training_data\rectangle\767.png
68,111.9,33,34,35,rectangle,ml\training_data\rectangle\768.png
67,138.2,36,36,39,rectangle,ml\training_data\rectangle\769.png
70,153.9,37,40,40,rectangle,ml\training_data\rectangle\770.png
66,114.7,35,36,35,rectangle,ml\training_data\rectangle\771.png
67,143.4,40,36,38,rectangle,ml\training_data\rectangle\772.png
68,149.0,39,38,39,rectangle,ml\training_data\rectangle\773.png
65,148.3,39,38,40,rectangle,ml\training_data\rectangle\774.png
66,166.2,41,40,42,rectangle,ml\training_data\rectangle\775.png
67,128.6,36,36,37,rectangle,ml\training_data\rectangle\776.png
67,121.5,37,36,35,rectangle,ml\training_data\rectangle\777.png
68,141.9,40,38,37,rectangle,ml\training_data\rectangle\778.png
67,145.9,41,36,38,rectangle,ml\training_data\rectangle\779.png
65,110.4,34,36,35,rectangle,ml\training_data\rectangle\780.png
67,99.2,35,32,32,rectangle,ml\training_data\rectangle\781.png
67,108.7,35,32,34,rectangle,ml\training_data\rectangle\782.png
70,141.3,37,36,38,rectangle,ml\training_data\rectangle\783.png
70,152.4,37,38,40,rectangle,ml\training_data\rectangle\784.png
65,155.6,40,38,41,rectangle,ml\training_data\rectangle\785.png
67,155.8,38,40,41,rectangle,ml\training_data\rectangle\786.png
70,119.5,34,36,35,rectangle,ml\training_data\rectangle\787.png
70,159.1,41,40,39,rectangle,ml\training_data\rectangle\788.png
66,93.2,32,30,33,rectangle,ml\training_data\rectangle\789.png
67,138.6,40,36,37,rectangle,ml\training_data\rectangle\790.png
66,90.9,33,30,32,rectangle,ml\training_data\rectangle\791.png
68,151.5,40,38,39,rectangle,ml\training_data\rectangle\792.png
65,149.8,39,40,40,rectangle,ml\training_data\rectangle\793.png
66,153.9,38,40,41,rectangle,ml\training_data\rectangle\794.png
70,100.4,32,30,33,rectangle,ml\training_data\rectangle\795.png
68,150.3,37,40,40,rectangle,ml\training_data\rectangle\796.png
69,141.0,37,38,38,rectangle,ml\training_data\rectangle\797.png
69,127.4,36,36,36,rectangle,ml\training_data\rectangle\798.png
67,101.5,34,32,33,rectangle,ml\training_data\rectangle\799.png
66,117.2,36,36,35,rectangle,ml\training_data\rectangle\800.png
70,162.2,39,38,41,rectangle,ml\training_data\rectangle\801.png
66,96.2,32,34,33,rectangle,ml\training_data\rectangle\802.png
65,128.8,35,38,38,rectangle,ml\training_data\rectangle\803.png
70,161.2,38,40,41,rectangle,ml\training_data\rectangle\804.png
67,110.1,33,34,35,rectangle,ml\training_data\rectangle\805.png
70,173.5,41,40,42,rectangle,ml\training_data\rectangle\806.png
70,164.7,40,38,41,rectangle,ml\training_data\rectangle\807.png
65,117.7,35,36,36,rectangle,ml\training_data\rectangle\808.png
67,122.5,38,34,35,rectangle,ml\training_data\rectangle\809.png
65,110.1,37,32,34,rectangle,ml\training_data\rectangle\810.png
68,152.8,38,40,40,rectangle,ml\training_data\rectangle\811.png
67,111.6,33,36,35,rectangle,ml\training_data\rectangle\812.png
68,161.0,40,38,41,rectangle,ml\training_data\rectangle\813.png
68,119.3,36,34,35,rectangle,ml\training_data\rectangle\814.png
66,97.2,33,32,33,rectangle,ml\training_data\rectangle\815.png
65,164.6,43,40,41,rectangle,ml\training_data\rectangle\816.png
67,163.2,41,40,41,rectangle,ml\training_data\rectangle\817.png
69,135.7,38,34,37,rectangle,ml\training_data\rectangle\818.png
67,95.2,34,30,32,rectangle,ml\training_data\rectangle\819.png
65,163.1,43,38,41,rectangle,ml\training_data\rectangle\820.png
69,142.2,40,36,37,rectangle,ml\training_data\rectangle\821.png
65,174.4,45,40,42,rectangle,ml\training_data\rectangle\822.png
66,152.6,40,38,40,rectangle,ml\training_data\rectangle\823.png
66,103.1,36,30,33,rectangle,ml\training_data\rectangle\824.png
68,121.6,35,34,36,rectangle,ml\training_data\rectangle\825.png
65,109.1,36,34,34,rectangle,ml\training_data\rectangle\826.png
69,138.7,38,38,37,rectangle,ml\training_data\rectangle\827.png
70,126.8,35,36,36,rectangle,ml\training_data\rectangle\828.png
66,101.1,34,34,33,rectangle,ml\training_data\rectangle\829.png
69,167.0,43,40,40,rectangle,ml\training_data\rectangle\830.png
68,155.3,39,40,40,rectangle,ml\training_data\rectangle\831.png
68,109.4,32,34,35,rectangle,ml\training_data\rectangle\832.png
65,122.7,37,36,36,rectangle,ml\training_data\rectangle\833.png
65,158.1,41,38,41,rectangle,ml\training_data\rectangle\834.png
66,112.2,34,36,35,rectangle,ml\training_data\rectangle\835.png
69,111.2,32,34,35,rectangle,ml\training_data\rectangle\836.png
69,157.9,38,38,41,rectangle,ml\training_data\rectangle\837.png
66,140.6,39,38,38,rectangle,ml\training_data\rectangle\838.png
65,171.7,42,40,43,rectangle,ml\training_data\rectangle\839.png
65,154.6,39,40,41,rectangle,ml\training_data\rectangle\840.png
68,126.6,37,34,36,rectangle,ml\training_data\rectangle\841.png
69,172.8,44,38,41,rectangle,ml\training_data\rectangle\842.png
65,112.4,36,32,35,rectangle,ml\training_data\rectangle\843.png
69,93.8,32,30,32,rectangle,ml\training_data\rectangle\844.png
69,142.0,38,36,38,rectangle,ml\training_data\rectangle\845.png
70,146.6,36,40,39,rectangle,ml\training_data\rectangle\846.png
67,102.8,32,34,34,rectangle,ml\training_data\rectangle\847.png
66,113.0,33,34,36,rectangle,ml\training_data\rectangle\848.png
70,119.0,35,32,35,rectangle,ml\training_data\rectangle\849.png
65,152.3,40,40,40,rectangle,ml\training_data\rectangle\850.png
70,101.9,32,32,33,rectangle,ml\training_data\rectangle\851.png
66,146.7,37,40,40,rectangle,ml\training_data\rectangle\852.png
65,98.8,35,30,33,rectangle,ml\training_data\rectangle\853.png
70,97.1,32,32,32,rectangle,ml\training_data\rectangle\854.png
66,130.3,38,34,37,rectangle,ml\training_data\rectangle\855.png
66,119.5,35,36,36,rectangle,ml\training_data\rectangle\856.png
70,118.0,34,34,35,rectangle,ml\training_data\rectangle\857.png
66,100.9,32,34,34,rectangle,ml\training_data\rectangle\858.png
65,131.0,39,34,37,rectangle,ml\training_data\rectangle\859.png
70,110.4,36,30,33,rectangle,ml\training_data\rectangle\860.png
66,106.1,36,34,33,rectangle,ml\training_data\rectangle\861.png
70,151.1,39,36,39,rectangle,ml\training_data\rectangle\862.png
67,124.6,35,34,37,rectangle,ml\training_data\rectangle\863.png
66,141.6,40,36,38,rectangle,ml\training_data\rectangle\864.png
70,126.4,38,32,35,rectangle,ml\training_data\rectangle\865.png
68,126.9,34,38,37,rectangle,ml\training_data\rectangle\866.png
67,114.8,33,34,36,rectangle,ml\training_data\rectangle\867.png
69,118.7,35,34,35,rectangle,ml\training_data\rectangle\868.png
66,147.8,40,38,39,rectangle,ml\training_data\rectangle\869.png
66,100.6,35,30,33,rectangle,ml\training_data\rectangle\870.png
69,129.7,35,36,37,rectangle,ml\training_data\rectangle\871.png
69,166.7,39,40,42,rectangle,ml\training_data\rectangle\872.png
70,113.4,36,34,33,rectangle,ml\training_data\rectangle\873.png
65,154.8,41,40,40,rectangle,ml\training_data\rectangle\874.png
65,115.4,36,36,35,rectangle,ml\training_data\rectangle\875.png
65,106.4,33,34,35,rectangle,ml\training_data\rectangle\876.png
65,107.6,36,32,34,rectangle,ml\training_data\rectangle\877.png
69,159.7,42,40,39,rectangle,ml\training_data\rectangle\878.png
67,136.1,39,36,37,rectangle,ml\training_data\rectangle\879.png
69,183.9,44,40,43,rectangle,ml\training_data\rectangle\880.png
68,157.9,42,40,39,rectangle,ml\training_data\rectangle\881.png
67,140.1,40,38,37,rectangle,ml\training_data\rectangle\882.png
66,134.3,39,36,37,rectangle,ml\training_data\rectangle\883.png
70,120.5,35,34,35,rectangle,ml\training_data\rectangle\884.png
69,132.2,36,36,37,rectangle,ml\training_data\rectangle\885.png
67,147.4,41,38,38,rectangle,ml\training_data\rectangle\886.png
67,137.1,40,34,37,rectangle,ml\training_data\rectangle\887.png
69,158.1,40,38,40,rectangle,ml\training_data\rectangle\888.png
69,141.2,39,38,37,rectangle,ml\training_data\rectangle\889.png
67,180.3,44,40,43,rectangle,ml\training_data\rectangle\890.png
69,143.3,36,38,39,rectangle,ml\training_data\rectangle\891.png
70,118.2,36,34,34,rectangle,ml\training_data\rectangle\892.png
68,93.5,32,32,32,rectangle,ml\training_data\rectangle\893.png
67,161.9,43,38,40,rectangle,ml\training_data\rectangle\894.png
68,116.7,33,34,36,rectangle,ml\training_data\rectangle\895.png
67,106.1,32,32,35,rectangle,ml\training_data\rectangle\896.png
66,123.0,37,34,36,rectangle,ml\training_data\rectangle\897.png
70,138.0,37,38,37,rectangle,ml\training_data\rectangle\898.png
66,156.4,39,40,41,rectangle,ml\training_data\rectangle\899.png
65,144.8,37,40,40,rectangle,ml\training_data\rectangle\900.png
66,168.9,44,40,41,rectangle,ml\training_data\rectangle\901.png
69,123.5,35,34,36,rectangle,ml\training_data\rectangle\902.png
65,136.1,36,38,39,rectangle,ml\training_data\rectangle\903.png
68,154.9,42,36,39,rectangle,ml\training_data\rectangle\904.png
69,132.4,38,36,36,rectangle,ml\training_data\rectangle\905.png
69,153.1,38,38,40,rectangle,ml\training_data\rectangle\906.png
69,128.7,34,38,37,rectangle,ml\training_data\rectangle\907.png
66,120.5,36,34,36,rectangle,ml\training_data\rectangle\908.png
69,102.6,33,32,33,rectangle,ml\training_data\rectangle\909.png
70,143.0,39,38,37,rectangle,ml\training_data\rectangle\910.png
68,115.9,34,36,35,rectangle,ml\training_data\rectangle\911.png
69,176.4,41,40,43,rectangle,ml\training_data\rectangle\912.png
65,153.3,41,38,40,rectangle,ml\training_data\rectangle\913.png
68,182.1,44,40,43,rectangle,ml\training_data\rectangle\914.png
67,165.5,40,40,42,rectangle,ml\training_data\rectangle\915.png
70,104.6,35,32,32,rectangle,ml\training_data\rectangle\916.png
69,146.0,39,38,38,rectangle,ml\training_data\rectangle\917.png
67,143.7,37,40,39,rectangle,ml\training_data\rectangle\918.png
68,134.4,37,38,37,rectangle,ml\training_data\rectangle\919.png
68,96.8,32,30,33,rectangle,ml\training_data\rectangle\920.png
65,96.3,34,30,33,rectangle,ml\training_data\rectangle\921.png
67,148.2,40,36,39,rectangle,ml\training_data\rectangle\922.png
65,91.5,34,30,32,rectangle,ml\training_data\rectangle\923.png
67,156.7,39,38,41,rectangle,ml\training_data\rectangle\924.png
68,160.3,41,40,40,rectangle,ml\training_data\rectangle\925.png
66,119.7,37,36,35,rectangle,ml\training_data\rectangle\926.png
66,134.1,37,36,38,rectangle,ml\training_data\rectangle\927.png
70,129.4,38,36,35,rectangle,ml\training_data\rectangle\928.png
68,119.1,34,34,36,rectangle,ml\training_data\rectangle\929.png
69,174.1,42,40,42,rectangle,ml\training_data\rectangle\930.png
65,153.1,39,38,41,rectangle,ml\training_data\rectangle\931.png
70,108.4,34,34,33,rectangle,ml\training_data\rectangle\932.png
65,142.0,39,36,39,rectangle,ml\training_data\rectangle\933.png
65,159.6,41,40,41,rectangle,ml\training_data\rectangle\934.png
66,138.9,37,36,39,rectangle,ml\training_data\rectangle\935.png
65,116.2,35,34,36,rectangle,ml\training_data\rectangle\936.png
67,103.8,33,32,34,rectangle,ml\training_data\rectangle\937.png
65,126.5,36,38,37,rectangle,ml\training_data\rectangle\938.png
68,123.3,37,36,35,rectangle,ml\training_data\rectangle\939.png
69,125.9,36,34,36,rectangle,ml\training_data\rectangle\940.png
69,109.1,35,34,33,rectangle,ml\training_data\rectangle\941.png
70,106.9,34,32,33,rectangle,ml\training_data\rectangle\942.png
68,104.3,35,30,33,rectangle,ml\training_data\rectangle\943.png
70,110.7,33,34,34,rectangle,ml\training_data\rectangle\944.png
66,120.7,38,34,35,rectangle,ml\training_data\rectangle\945.png
66,99.5,32,32,34,rectangle,ml\training_data\rectangle\946.png
65,169.2,41,40,43,rectangle,ml\training_data\rectangle\947.png
65,174.2,43,40,43,rectangle,ml\training_data\rectangle\948.png
70,130.1,35,34,37,rectangle,ml\training_data\rectangle\949.png
67,147.0,37,38,40,rectangle,ml\training_data\rectangle\950.png
68,99.8,32,34,33,rectangle,ml\training_data\rectangle\951.png
69,115.2,33,36,35,rectangle,ml\training_data\rectangle\952.png
69,147.0,40,36,38,rectangle,ml\training_data\rectangle\953.png
70,153.6,40,36,39,rectangle,ml\training_data\rectangle\954.png
66,173.5,42,40,43,rectangle,ml\training_data\rectangle\955.png
68,145.5,37,40,39,rectangle,ml\training_data\rectangle\956.png
66,131.8,38,36,37,rectangle,ml\training_data\rectangle\957.png
66,135.3,40,34,37,rectangle,ml\training_data\rectangle\958.png
68,120.3,37,32,35,rectangle,ml\training_data\rectangle\959.png
70,134.0,36,36,37,rectangle,ml\training_data\rectangle\960.png
67,101.3,32,32,34,rectangle,ml\training_data\rectangle\961.png
67,182.8,45,40,43,rectangle,ml\training_data\rectangle\962.png
65,95.3,33,32,33,rectangle,ml\training_data\rectangle\963.png
68,177.1,42,40,43,rectangle,ml\training_data\rectangle\964.png
65,165.6,44,38,41,rectangle,ml\training_data\rectangle\965.png
68,165.0,41,40,41,rectangle,ml\training_data\rectangle\966.png
70,159.7,38,38,41,rectangle,ml\training_data\rectangle\967.png
70,133.0,35,38,37,rectangle,ml\training_data\rectangle\968.png
70,156.4,38,40,40,rectangle,ml\training_data\rectangle\969.png
65,150.8,40,38,40,rectangle,ml\training_data\rectangle\970.png
67,94.2,33,32,32,rectangle,ml\training_data\rectangle\971.png
66,123.3,34,38,37,rectangle,ml\training_data\rectangle\972.png
69,130.7,36,34,37,rectangle,ml\training_data\rectangle\973.png
69,122.5,34,36,36,rectangle,ml\training_data\rectangle\974.png
65,134.9,40,36,37,rectangle,ml\training_data\rectangle\975.png
65,104.3,36,34,33,rectangle,ml\training_data\rectangle\976.png
69,140.7,40,34,37,rectangle,ml\training_data\rectangle\977.png
70,163.9,41,40,40,rectangle,ml\training_data\rectangle\978.png
70,120.3,33,34,36,rectangle,ml\training_data\rectangle\979.png
67,122.3,36,34,36,rectangle,ml\training_data\rectangle\980.png
66,104.6,36,32,33,rectangle,ml\training_data\rectangle\981.png
68,112.1,35,34,34,rectangle,ml\training_data\rectangle\982.png
65,108.8,39,30,33,inverted triangle,ml\training_data\inverted triangle\1.png
69,176.8,45,40,41,inverted triangle,ml\training_data\inverted triangle\2.png
69,115.2,40,32,32,inverted triangle,ml\training_data\inverted triangle\3.png
70,122.0,42,32,32,inverted triangle,ml\training_data\inverted triangle\4.png
67,119.7,40,30,34,inverted triangle,ml\training_data\inverted triangle\5.png
66,130.3,45,30,34,inverted triangle,ml\training_data\inverted triangle\6.png
69,138.8,45,34,34,inverted triangle,ml\training_data\inverted triangle\7.png
69,141.7,41,32,37,inverted triangle,ml\training_data\inverted triangle\8.png
66,137.2,42,30,37,inverted triangle,ml\training_data\inverted triangle\9.png
68,126.3,40,30,35,inverted triangle,ml\training_data\inverted triangle\10.png
